list_position,jmdict_id,term,reading,frequency_rank,scope_band,previously_reviewed_5pct,previous_uncertain_fields,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,example_field_count,all_variant_field_count,body_characters,representative_bank,representative_row_index_zero_based
1828,1586780,あらゆる,あらゆる,2108,已校对前5%,True,0,あらゆる,あらゆる,definition_variant,False,1586780,False,True,3,1,3,1,9,74,term_bank_55.json,1024
1829,1538440,踊る,おどる,2109,已校对前5%,True,0,踊る,おどる,definition_variant,False,1538440,False,True,1,1,7,1,7,348,term_bank_50.json,77
1830,1103090,パン,パン,2110,已校对前5%,True,0,パン,パン,definition_variant,False,1103090;2827858;2850596;2850597,True,True,1,1,6,1,6,169,term_bank_9.json,322
1831,2827858,パン,パン,2110,已校对前5%,True,0,パン,パン,definition_variant,False,1103090;2827858;2850596;2850597,True,False,2,1,1,0,2,13,term_bank_175.json,1534
1832,2850596,パン,パン,2110,已校对前5%,True,0,パン,パン,definition_variant,False,1103090;2827858;2850596;2850597,True,False,1,1,4,0,4,64,term_bank_197.json,821
1833,2850597,パン,パン,2110,已校对前5%,True,0,パン,パン,definition_variant,False,1103090;2827858;2850596;2850597,True,False,1,1,2,0,2,12,term_bank_197.json,822
1834,1512080,辺り,あたり,2111,已校对前5%,True,0,辺り,あたり,definition_variant,False,1512080,False,True,1,1,14,3,14,487,term_bank_47.json,1277
1835,1271750,交換,こうかん,2112,已校对前5%,True,0,交換,こうかん,definition_variant,False,1271750,False,True,1,1,9,1,9,182,term_bank_24.json,1270
1836,1386440,説得,せっとく,2113,已校对前5%,True,0,説得,せっとく,definition_variant,False,1386440,False,True,1,1,2,1,2,110,term_bank_35.json,1267
1837,1609560,勝ち,かち,2114,已校对前5%,True,0,勝ち,かち,definition_variant,False,1609560,False,True,1,1,3,1,3,88,term_bank_59.json,1266
1838,1219190,基本,きほん,2115,已校对前5%,True,0,基本,きほん,definition_variant,False,1219190,False,True,1,1,5,1,5,209,term_bank_19.json,1015
1839,1378590,生き物,いきもの,2116,已校对前5%,True,0,生き物,いきもの,definition_variant,False,1378590,False,True,1,1,5,1,5,257,term_bank_34.json,1551
1840,1108540,ファン,ファン,2117,已校对前5%,True,0,ファン,ファン,definition_variant,False,1108540;2844127,True,True,2,1,5,1,10,155,term_bank_9.json,1180
1841,2844127,ファン,ファン,2117,已校对前5%,True,0,ファン,ファン,definition_variant,False,1108540;2844127,True,False,1,1,1,0,1,5,term_bank_191.json,934
1842,1508390,並べる,ならべる,2119,已校对前5%,True,0,並べる,ならべる,definition_variant,False,1508390,False,True,2,1,10,2,20,409,term_bank_47.json,555
1843,1111010,ふふ,ふふ,2120,已校对前5%,True,0,ふふ,ふふ,definition_variant,False,1111010,False,False,4,1,3,1,12,119,term_bank_9.json,1549
1844,1542790,夕方,ゆうがた,2121,已校对前5%,True,0,夕方,ゆうがた,definition_variant,False,1542790,False,True,2,1,3,1,6,134,term_bank_50.json,830
1845,1216880,含む,ふくむ,2122,已校对前5%,True,0,含む,ふくむ,definition_variant,False,1216880,False,True,4,2,30,2,60,821,term_bank_19.json,611
1846,1583190,半年,はんとし,2123,已校对前5%,True,0,半年,はんとし,definition_variant,False,1583190,False,True,2,1,3,1,6,131,term_bank_54.json,1896
1847,1365330,親父,おやじ,2124,已校对前5%,True,0,親父,おやじ,definition_variant,False,1365330,False,True,4,2,24,2,48,487,term_bank_33.json,1161
1848,1451470,動物,どうぶつ,2125,已校对前5%,True,0,動物,どうぶつ,definition_variant,False,1451470,False,True,1,1,2,1,2,89,term_bank_41.json,1817
1849,1214200,管理,かんり,2126,已校对前5%,True,0,管理,かんり,definition_variant,False,1214200,False,True,1,1,3,1,3,119,term_bank_19.json,51
1850,1001990,お姉さん,おねえさん,2127,已校对前5%,True,0,お姉さん,おねえさん,definition_variant,False,1001990,False,True,2,1,16,2,32,526,term_bank_1.json,422
1851,1188350,何だか,なんだか,2128,已校对前5%,True,0,何だか,なんだか,definition_variant,False,1188350,False,True,1,1,4,1,4,88,term_bank_16.json,1117
1852,1586250,飽きる,あきる,2129,已校对前5%,True,0,飽きる,あきる,definition_variant,False,1586250,False,True,3,2,22,2,33,535,term_bank_55.json,807
1853,1156560,意志,いし,2130,已校对前5%,True,0,意志,いし,definition_variant,False,1156560,False,True,1,1,6,1,6,140,term_bank_13.json,743
1854,1547710,来,らい,2131,已校对前5%,True,0,来,らい,definition_variant,False,1547710,False,True,1,1,5,1,5,243,term_bank_50.json,1887
1855,1593570,ご存じ,ごぞんじ,2132,已校对前5%,True,0,ご存じ,ごぞんじ,definition_variant,False,1593570,False,True,4,1,4,1,16,138,term_bank_56.json,1534
1856,1174890,鋭い,するどい,2134,已校对前5%,True,0,鋭い,するどい,definition_variant,False,1174890,False,True,1,1,23,3,23,667,term_bank_15.json,336
1857,2547280,よく言う,よくいう,2136,已校对前5%,True,0,よく言う,よくいう,definition_variant,False,2547280,False,False,2,1,10,0,20,260,term_bank_146.json,1716
1858,1492350,不幸,ふこう,2137,已校对前5%,True,0,不幸,ふこう,definition_variant,False,1492350,False,True,1,1,8,1,8,176,term_bank_45.json,1607
1859,2757880,って言う,っていう,2138,已校对前5%,True,0,って言う,っていう,definition_variant,False,2757880,False,False,1,1,4,0,4,66,term_bank_167.json,298
1860,1453680,導く,みちびく,2141,已校对前5%,True,0,導く,みちびく,definition_variant,False,1453680,False,True,1,1,9,2,9,412,term_bank_42.json,113
1861,1365860,辛い,つらい,2142,已校对前5%,True,0,辛い,つらい,definition_variant,False,1365860,False,True,1,1,11,0,11,222,term_bank_33.json,1262
1862,2222580,お姉ちゃん,おねえちゃん,2143,已校对前5%,True,0,お姉ちゃん,おねえちゃん,definition_variant,False,2222580,False,False,1,1,6,2,6,316,term_bank_118.json,243
1863,1438210,天,てん,2144,已校对前5%,True,0,天,てん,definition_variant,False,1438210,False,True,1,1,15,2,15,362,term_bank_40.json,1236
1864,1576280,１年,いちねん,2145,已校对前5%,True,0,１年,いちねん,definition_variant,False,1576280,False,True,6,1,3,1,18,77,term_bank_53.json,1839
1865,1153630,ある日,あるひ,2146,已校对前5%,True,0,ある日,あるひ,definition_variant,False,1153630,False,False,3,1,3,1,9,108,term_bank_13.json,221
1866,1258200,権利,けんり,2147,已校对前5%,True,0,権利,けんり,definition_variant,False,1258200,False,True,1,1,3,1,3,84,term_bank_23.json,660
1867,1340000,出発,しゅっぱつ,2149,已校对前5%,True,0,出発,しゅっぱつ,definition_variant,False,1340000,False,True,1,1,4,1,4,98,term_bank_31.json,98
1868,1250090,型,かた,2150,已校对前5%,True,0,型,かた,definition_variant,False,1250090,False,True,2,1,26,2,52,719,term_bank_22.json,828
1869,1415260,第,だい,2151,已校对前5%,True,0,第,だい,definition_variant,False,1415260,False,True,1,1,2,1,2,106,term_bank_38.json,962
1870,1220310,既に,すでに,2152,已校对前5%,True,0,既に,すでに,definition_variant,False,1220310,False,True,2,1,8,2,16,262,term_bank_19.json,1226
1871,1382280,惜しい,おしい,2153,已校对前5%,True,0,惜しい,おしい,definition_variant,False,1382280,False,True,1,1,13,3,13,457,term_bank_35.json,429
1872,1387010,舌,した,2156,已校对前5%,True,0,舌,した,definition_variant,False,1387010,False,True,1,1,6,1,6,193,term_bank_35.json,1425
1873,1288790,込める,こめる,2157,已校对前5%,True,0,込める,こめる,definition_variant,False,1288790,False,True,2,1,13,3,26,647,term_bank_26.json,377
1874,1397300,素晴らしい,すばらしい,2159,已校对前5%,True,0,素晴らしい,すばらしい,definition_variant,False,1397300,False,True,1,1,12,1,12,222,term_bank_36.json,1335
1875,1179005,汚れる,よごれる,2160,已校对前5%,True,0,汚れる,よごれる,definition_variant,False,1179005,False,True,1,1,8,2,8,364,term_bank_15.json,1161
1876,1306200,使用,しよう,2161,已校对前5%,True,0,使用,しよう,definition_variant,False,1306200,False,True,1,1,6,1,6,129,term_bank_27.json,1664
1877,1547450,浴びる,あびる,2162,已校对前5%,True,0,浴びる,あびる,definition_variant,False,1547450,False,True,1,1,11,1,11,405,term_bank_50.json,1849
1878,1295510,細い,ほそい,2163,已校对前5%,True,0,細い,ほそい,definition_variant,False,1295510,False,True,1,1,6,1,6,134,term_bank_26.json,1503
1879,1586420,温かい,あたたかい,2164,已校对前5%,True,0,温かい,あたたかい,definition_variant,False,1586420,False,True,4,2,24,4,48,588,term_bank_55.json,887
1880,1448440,盗む,ぬすむ,2165,已校对前5%,True,0,盗む,ぬすむ,definition_variant,False,1448440,False,True,2,2,20,2,20,524,term_bank_41.json,1188
1881,1370760,吹く,ふく,2166,已校对前5%,True,0,吹く,ふく,definition_variant,False,1370760,False,True,1,1,29,4,29,823,term_bank_34.json,91
1882,1257110,固い,かたい,2169,已校对前5%,True,0,固い,かたい,definition_variant,False,1257110,False,True,4,3,72,12,96,1794,term_bank_23.json,443
1883,1206040,覚え,おぼえ,2170,已校对前5%,True,0,覚え,おぼえ,definition_variant,False,1206040,False,True,1,1,4,1,4,99,term_bank_18.json,417
1884,1174340,泳ぐ,およぐ,2171,已校对前5%,True,0,泳ぐ,およぐ,definition_variant,False,1174340,False,True,2,1,7,1,14,244,term_bank_15.json,253
1885,1183590,穏やか,おだやか,2172,已校对前5%,True,0,穏やか,おだやか,definition_variant,False,1183590,False,True,1,1,9,1,9,148,term_bank_16.json,225
1886,1078630,テーブル,テーブル,2173,已校对前5%,True,0,テーブル,テーブル,definition_variant,False,1078630,False,True,1,1,2,1,2,66,term_bank_7.json,725
1887,1376250,整理,せいり,2174,已校对前5%,True,0,整理,せいり,definition_variant,False,1376250,False,True,1,1,16,1,16,280,term_bank_34.json,1129
1888,1224190,鬼,おに,2175,已校对前5%,True,0,鬼,おに,definition_variant,False,1224190,False,True,2,1,19,0,38,628,term_bank_20.json,146
1889,2220600,お風呂,おふろ,2176,已校对前5%,True,0,お風呂,おふろ,definition_variant,False,2220600,False,True,1,1,3,1,3,133,term_bank_117.json,1831
1890,1575990,一言,ひとこと,2177,已校对前5%,True,0,一言,ひとこと,definition_variant,False,1575990,False,True,4,1,4,1,16,135,term_bank_53.json,1754
1891,1951150,決まって,きまって,2178,已校对前5%,True,0,決まって,きまって,definition_variant,False,1951150,False,True,3,1,6,1,18,133,term_bank_91.json,123
1892,1981440,あれだけ,あれだけ,2179,已校对前5%,True,0,あれだけ,あれだけ,definition_variant,False,1981440,False,True,1,1,6,1,6,195,term_bank_93.json,1357
1893,1397350,素敵,すてき,2180,已校对前5%,True,0,素敵,すてき,definition_variant,False,1397350,False,True,3,1,11,1,33,187,term_bank_36.json,1350
1894,1477350,発言,はつげん,2181,已校对前5%,True,0,発言,はつげん,definition_variant,False,1477350,False,True,1,1,7,1,7,123,term_bank_44.json,910
1895,1394680,そう言う,そういう,2183,已校对前5%,True,0,そう言う,そういう,definition_variant,False,1394680,False,True,4,1,4,1,16,90,term_bank_36.json,885
1896,1194450,稼ぐ,かせぐ,2184,已校对前5%,True,0,稼ぐ,かせぐ,definition_variant,False,1194450,False,True,1,1,10,1,10,280,term_bank_17.json,137
1897,1606140,喜び,よろこび,2185,已校对前5%,True,0,喜び,よろこび,definition_variant,False,1606140,False,True,4,1,9,1,36,165,term_bank_59.json,329
1898,1312690,資格,しかく,2186,已校对前5%,True,0,資格,しかく,definition_variant,False,1312690,False,True,1,1,4,1,4,118,term_bank_28.json,831
1899,2407970,この手,このて,2189,已校对前5%,True,0,この手,このて,definition_variant,False,2407970,False,False,2,1,4,0,8,75,term_bank_134.json,681
1900,1346240,勝利,しょうり,2191,已校对前5%,True,0,勝利,しょうり,definition_variant,False,1346240,False,True,2,1,6,1,12,107,term_bank_31.json,1254
1901,1354770,乗り越える,のりこえる,2192,已校对前5%,True,0,乗り越える,のりこえる,definition_variant,False,1354770,False,True,1,1,9,0,9,252,term_bank_32.json,797
1902,1505710,聞かす,きかす,2193,已校对前5%,True,0,聞かす,きかす,definition_variant,False,1505710,False,True,1,1,12,1,12,680,term_bank_47.json,73
1903,2847477,心の中,こころのなか,2194,已校对前5%,True,0,心の中,こころのなか,definition_variant,False,2847477,False,False,2,1,2,0,4,36,term_bank_194.json,1007
1904,1081190,データ,データ,2195,已校对前5%,True,0,データ,データ,definition_variant,False,1081190,False,True,2,1,3,1,6,87,term_bank_7.json,1094
1905,1835630,いい人,いいひと,2196,已校对前5%,True,0,いい人,いいひと,definition_variant,False,1835630,False,False,6,1,5,0,30,83,term_bank_81.json,1725
1906,1341930,純粋,じゅんすい,2197,已校对前5%,True,0,純粋,じゅんすい,definition_variant,False,1341930,False,True,1,1,5,1,5,237,term_bank_31.json,437
1907,1489510,表現,ひょうげん,2198,已校对前5%,True,0,表現,ひょうげん,definition_variant,False,1489510,False,True,1,1,5,1,5,263,term_bank_45.json,1150
1908,1600240,年齢,ねんれい,2200,已校对前5%,True,0,年齢,ねんれい,definition_variant,False,1600240,False,True,2,1,3,1,6,88,term_bank_57.json,1991
1909,1226990,逆らう,さからう,2201,已校对前5%,True,0,逆らう,さからう,definition_variant,False,1226990,False,True,1,1,5,1,5,118,term_bank_20.json,682
1910,1319060,式,しき,2203,已校对前5%,True,0,式,しき,definition_variant,False,1319060,False,True,1,1,20,3,20,710,term_bank_29.json,24
1911,1329015,お酒,おさけ,2204,已校对前5%,True,0,お酒,おさけ,definition_variant,False,1329015,False,False,1,1,3,1,3,85,term_bank_30.json,131
1912,1378450,生,なま,2205,已校对前5%,True,0,生,なま,definition_variant,False,1378450,False,True,1,1,44,3,44,1182,term_bank_34.json,1510
1913,2860371,どうなってる,どうなってる,2206,已校对前5%,True,0,どうなってる,どうなってる,definition_variant,False,2860371,False,False,2,1,1,0,2,22,term_bank_206.json,1700
1914,1397720,訴える,うったえる,2208,已校对前5%,True,0,訴える,うったえる,definition_variant,False,1397720,False,True,1,1,15,4,15,774,term_bank_36.json,1423
1915,2721800,へへ,へへ,2209,已校对前5%,True,0,へへ,へへ,definition_variant,False,2721800,False,False,1,1,6,0,6,60,term_bank_163.json,1473
1916,1301330,３日,みっか,2210,已校对前5%,True,0,３日,みっか,definition_variant,False,1301330,False,True,2,1,4,2,8,161,term_bank_27.json,605
1917,2213060,見に行く,みにいく,2211,已校对前5%,True,0,見に行く,みにいく,definition_variant,False,2213060,False,False,2,1,3,1,6,88,term_bank_116.json,1771
1918,1473230,倍,ばい,2212,已校对前5%,True,0,倍,ばい,definition_variant,False,1473230,False,True,1,1,10,2,10,254,term_bank_44.json,58
1919,1379950,精神,せいしん,2213,已校对前5%,True,0,精神,せいしん,definition_variant,False,1379950,False,True,1,1,14,2,14,318,term_bank_34.json,1836
1920,1155710,依頼,いらい,2214,已校对前5%,True,0,依頼,いらい,definition_variant,False,1155710,False,True,1,1,6,1,6,191,term_bank_13.json,577
1921,1611200,始まり,はじまり,2215,已校对前5%,True,0,始まり,はじまり,definition_variant,False,1611200,False,True,2,1,4,1,8,93,term_bank_59.json,1629
1922,1134370,メンバー,メンバー,2217,已校对前5%,True,0,メンバー,メンバー,definition_variant,False,1134370,False,True,2,1,5,1,10,133,term_bank_11.json,1061
1923,1391780,線,せん,2218,已校对前5%,True,0,線,せん,definition_variant,False,1391780,False,True,1,1,28,1,28,480,term_bank_36.json,450
1924,2213460,べ,べ,2219,已校对前5%,True,0,べ,べ,definition_variant,False,2213460,False,False,3,2,8,2,12,817,term_bank_116.json,1869
1925,1521410,僕ら,ぼくら,2221,已校对前5%,True,0,僕ら,ぼくら,definition_variant,False,1521410,False,True,2,1,3,1,6,78,term_bank_48.json,956
1926,1431330,直前,ちょくぜん,2222,已校对前5%,True,0,直前,ちょくぜん,definition_variant,False,1431330,False,True,1,1,5,1,5,164,term_bank_40.json,2
1927,2568000,られる,られる,2223,已校对前5%,True,0,られる,られる,definition_variant,False,2568000,False,False,2,1,10,0,20,522,term_bank_148.json,1352
1928,1242350,近所,きんじょ,2224,已校对前5%,True,0,近所,きんじょ,definition_variant,False,1242350,False,True,1,1,4,1,4,102,term_bank_21.json,1476
1929,1486170,微妙,びみょう,2226,已校对前5%,True,0,微妙,びみょう,definition_variant,False,1486170,False,True,2,1,21,3,42,660,term_bank_45.json,619
